comment_id,comment_text,toxicity,is_toxic,n_raters,n_toxic_votes,article_id,publication_id,created_date,rating,n_chars,n_words,mentions_identity,male,female,transgender,other_gender,heterosexual,homosexual_gay_or_lesbian,bisexual,other_sexual_orientation,christian,jewish,muslim,hindu,buddhist,atheist,other_religion,black,white,asian,latino,other_race_or_ethnicity,physical_disability,intellectual_or_learning_disability,psychiatric_or_mental_illness,other_disability
5828464,The AP fact checking again.  A sign of the growing desperation and flat out mental illness of the progressive media.  Here's a fact for you:  Donald Trump is our president and Hillary Clinton is not.,0.5,yes,10,5,369909,55,2017-08-23 23:29:35.595168+00,approved,199,35,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5845519,"He win reelection because even though he reduced the amount of the PFD, he will still hand out more money than anyone else except maybe Begich, then the State will really go broke.",0.0,no,4,0,370669,21,2017-08-26 16:23:43.303062+00,approved,180,33,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967409,"Taqiyya (taqiya, taqiyah, taqiyyah) is a form of Islamic deception. The Quran (16:106 and 3:28) allows Muslims to lie in order to protect themselves or to protect the Muslim community.

https://www.youtube.com/watch?v=6F4wBeshTsw",0.1666666666666666,no,6,1,166942,54,2017-02-08 18:20:24.794999+00,approved,229,31,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6064909,"What a phoney, He really wishes all those brown people would have just drowned, then he wouldn't have to talk about them",0.7571428571428571,yes,70,53,384239,105,2017-10-02 02:10:41.083361+00,rejected,120,22,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343999,"outsider, what a passive/aggressive way to drag your nefarious beliefs towards sexual assault into a story.  and how telling ...this ""murderess""  had a male counterpart which you fail to mention.   this child tragically died of starvation....not sexual assault.    another fail for you",0.5,yes,10,5,138412,13,2016-06-09 15:52:41.809378+00,rejected,285,42,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410240,"From the sounds of it you would almost believe that this is a whole new idea from Mr Bishop. Actually in the mid 90,s short Mt took in around a million dollars accepting mixed dirt and gasoline from the Portland area. And the idea of accepting foreign garbage was determined to be stupid as it is now. As far as building a state of the art recycling center when there is a company right outside Glenwood transfer site doing most of that already. But noooo rather then encourage new private investment in a similar facility if it was a viable solution. lane county government wants a new money pit to play with. Remember in Oregon a government employee is worth more than 2 times what a private employee is worth. Just ask anyone who supports the public employee unions sales tax in November. No new ideas here. How much did you say that consultant cost? They could have got all that information by reading one or several of their consultant reports from the last 30 years.",0.5,yes,10,5,142722,13,2016-07-31 17:11:12.146862+00,approved,972,176,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7102222,And at no time do you ever address the facts that debunk the ridiculous nonsense you post around here. Like a coward you run from those facts to repost ridiculous nonsense that has been thoroughly debunked. It is why I say liberalism is a mental Illness.,0.7727272727272726,yes,66,51,57321,13,2016-04-06 23:51:39.647809+00,rejected,254,46,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6232482,"Whether you agree with the concept or, the holding of official secrets is a long held policy

One of the reasons the First World War is somewhat back in the news now (and will be over the next few years) is that many documents are now being declassified after the hundred year mark of being sealed - particularly in the UK.

Some, under a different level of classification are sealed forever...

Most of the time they essentially confirmed what most held to be true all along, and thus for most sensible people, confirming that there are no successful major political conspiracies.",0.0,no,4,0,393600,54,2017-10-27 05:34:25.855728+00,approved,581,101,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770032,"A WHITEFACE shot and NO RIOTS in the street?    I will tell you why.  Most White people have the INTELLIGENCE  that tells them not to riot, burn, protest, parade etc.  

This info just out in today's, 12.30.16,  RG paper.   In this country for 2016.   Imprisonment rates for WHITES (312 per 100,000, unchanged over last year).  BLACKS (1,745 per 100,000, down 4 % over last year), LATINOS (820 per 100,000, down 5 % over last year).  

WHAT does the general public NOT UNDERSTAND  about BLACK  people committing a MAJORITY  of the crimes.

Motley, would Love your comment..............",0.6,yes,10,6,159207,13,2016-12-30 15:15:44.069267+00,rejected,585,96,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0
5847188,"These low life racist bottom feeders have always been around in this country (including here in little ol' liberal Denver, where I still remember getting called the n-word by a White guy in a truck when I was just minding my own business as a passenger on my school bus)...but there's absolutely no way any sane, observant person can't help but notice that these incidents are increasing in frequency and virulence since Trump began his rise last year.  His words and actions give comfort to racists and we're going to see more of this before it (hopefully) gets better.",0.6,yes,10,6,370770,102,2017-08-26 21:44:35.514253+00,approved,570,99,True,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5778051,"It's distressing to hear that such a brave young woman, along with so many other brave people, are claimed to be represented by such a politically-correct, and diabolical agency like  the Anne Frank Ctr.....SHAME ON YOU....you should be stripped of your legitimacy and assigned to the dustheap of history....YOU REPRESENT NOONE !!!",0.5,yes,10,5,366777,105,2017-08-16 06:57:22.220396+00,approved,331,52,True,0.1666666666666666,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062110,"Sorry but I'd take O'Weary one any of those you mention. Another PQ guy, no thanks and I want someone who is against carbon tax of any nature and has not succumbed to the islamophobia hysteria.",0.2,no,10,2,315908,54,2017-03-01 18:44:48.965617+00,approved,193,36,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680056,"The garrulous clown has become yesterday's man.

Is he here to do his Xmas shopping ?",0.7,yes,10,7,155343,54,2016-12-08 17:44:46.855738+00,approved,85,16,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4990331,"So, this article is about a guy who converts to a religion within minutes of being exposed to it. He never read the books, he never went to a mosque, he never spoke to an Imam. This man is not an example of good decision making. This was the best example of a white guy converting to Islam they could find?",0.5,yes,10,5,318541,54,2017-03-11 14:40:59.046859+00,rejected,306,61,True,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5036932,"You're absolutely right, it is Indonesia, they are also not on the list of barred countries.  

Thanks for the catch, better corrected that to believe a mistake.   

I'm actually defending the Presidents stand.   He says it's not a Muslim ban, it's a ban on terrorist.   If you believe the President, here's your support, not all Muslim nations are on the ban.   

That would imply that the President is not indiscriminately targeting all Muslim people.  He might not believe that entire Muslim religion are psychopathic killers.   Imagine, Muslim are sometimes peaceful, love their families, have friends, lead normal lives - even by western standards.",0.5,yes,10,5,321082,13,2017-03-22 05:12:03.475188+00,approved,653,103,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6193568,"Wiliki, you are a shameless liar and there's no way that rail will cost 10 billion.   It will cost much more.",0.7049180327868853,yes,61,43,391340,55,2017-10-21 08:09:05.554582+00,approved,109,21,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690117,"My rational conclusion is that you should apologize and be removed from ever hosting a radio or television show again, anywhere. You are a disgrace to the people that settled Alaska.",0.6,yes,10,6,155769,21,2016-12-10 16:47:29.548951+00,approved,182,31,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5106128,"but what about ""timing""?    Just received the letter from the Archbishop for the annual St. Charles Seminary appeal this week.   Who's minding the mint?

On the other hand, this archdiocesan parishioner, as well as others, would sure like an ""audit"" of the money spent (READ faithful contributions) by Archbishop Chaput in Harrisburg lobbying AGAINST the legislative proposals offered by Rep. Mark Rozzi, a clergy abuse survivor, which legislation would eliminate the SOL's civilly and criminally for child sexual abuse and provide a retroactive provision so that past victims can seek legal redress and have their voices/stories heard in the legal arena.

Please stand by........the release of active Grand Jury Investigations and Reports into various PA dioceses, including Allentown and Pittsburgh, is just around the corner........",0.0,no,4,0,325148,53,2017-04-07 16:25:45.873023+00,approved,835,125,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6028756,Why do I have a feeling meth was involved...,0.0,no,4,0,382237,102,2017-09-26 19:19:20.382912+00,approved,44,9,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369756,"Elise,
As a female, I wouldn't waste my time with guns if I wanted to kill a lot of people fast. I'd use Kool-Aid and poison--like Mr. Jones, or any carrier solvent and poison in spray or pour form, or bacteria, in a pinch, sprayed on the vegetables in the supermarket. 

Back in the day, before Independence, the world was so much safer, except for in the cities. Back then, sovereignty ruled the day and if someone was overstepping their bounds, they got what they were asking for and it was okay. Today, the cities are nothing more than nested victims paying for someone else to kill and die for them, when the paid for killers are around. It's very dangerous in the cities.

You are afraid of your own self and what you really are, so you want to buy the responsibility of protection instead of own it. You want to stop me from packing a fully automatic weapon of any sort, when I understand it as a tool with specific purposes of tending to my responsibilities of birth for self-protection.",0.8333333333333333,yes,6,5,140289,21,2016-06-30 00:20:29.855446+00,approved,995,182,True,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035124,You need a forensic examination of your mental health.,0.6,yes,10,6,314192,43,2017-02-23 17:52:54.675545+00,approved,54,9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0
5835802,"no one invaded afghan illegally loser,,, and they were there to kill terrorist and those who protected them,, and they deserved it 100%,, , ignorant alt left lunatics like you are brain dead to the reality of 911 and that this was bringing justice because of it..",0.7714285714285714,yes,70,54,370272,54,2017-08-25 00:53:46.215262+00,rejected,263,47,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0
5409003,"This is pathetic.  Someone should teach these people how to manage their limited money.

""$600 electricity bill, $350 mortgage, $45 water, $300 cellphones. $98 cable tv, $35 Internet, $315 furniture, $35 car insurance, $60 life insurance.""

Right off the bat, I see $435 per month that can be saved.  They can't afford cell phones, so shouldn't have them, just like the good old days when nobody had one.  Cable is a luxury, internet is a luxury.  If the really need internet, go to the local library a few times a week.

Furniture on credit? Probably a ridiculous interest rate since payday loans are listed. Take the credit hit, stop paying for the furniture and give it all back. Use $400 at Goodwill and classifieds for used furniture.

Hey, there's another $315 saved.  With one minute of thought, I just cut over $700 of expenses, saving 35% of their monthly income.  Education is what they need, not subsidies!",0.6,yes,10,6,340576,102,2017-06-13 21:16:55.723917+00,approved,917,157,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5156031,Ummm...no.,0.0,no,4,0,328104,54,2017-04-20 15:52:05.662076+00,approved,10,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6327595,"Goveror-Elect Northum paid his dues the usual way, beating a Sanders Democrat, which is good for Virginia but not necessarily everywhere. Northum’s counter attacks were on point, even though I would have loved to see a response that equated opposition to felon rights restoration as voting suppression against black men, which it is. Winning elections is not necessarily winning the moral argument, it is getting out the vote.",0.0,no,4,0,398971,53,2017-11-10 05:47:18.152774+00,approved,426,68,True,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6284198,"The report clearly states that the majority of jobs are private sector full time.

Next whine?",0.0,no,4,0,396628,54,2017-11-03 20:52:01.262986+00,approved,94,16,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335780,"""Matt, whose hair is starting to resemble Richard Simmons'"" Priceless! Great review, and humor too! Emily, again, ""you're on point!""",0.0,no,4,0,137897,21,2016-06-02 07:07:37.055304+00,approved,132,20,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806234,"""Immigrants are deciding our elections "" Then we need to change our way of voting !
Why should newcomers decide what is best for our Country ?
Especially newcomers that oppose  our Judeo/Christian values !
We have  to put up with politicians that don't have the ability to be garbagemen  , yet they take our hard-earned dollars and fritter them away on looney schemes that do nothing for no one but themselves !
Just look at the present pack of idiots !
God! -How i wish we had a Donald Trump !",0.703125,yes,64,45,160514,54,2017-01-07 19:34:04.241914+00,rejected,494,92,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7177817,"'
No, Trump ain't no star in any movie.
.

Trump is just a traitorous, belligerent and childish buffoon.

(and a petty treasonous con man.)

.
The movie was too long the minute the title played.
.",0.65625,yes,64,42,156659,21,2016-12-15 05:08:14.675197+00,approved,196,37,False,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773654,"""""Finally, he divides people based on race and religion, instead of bringing people together in equality before the law. That goes against the most fundamental value of a liberal society, which conservatives used to defend.""""

Typical Liberal slop. He is stopping immigration from Muslim countries because Obummer opened up the borders like Merkel and every dirt-bag terrorist walked in.

That isn't racist so stop it.

It's called common sense - get some before we are slaves to extremist Muslim ideology.
You leftie twits keep stepping on your feet.

One more thing - you mention rule of law. When you come from a jungle where there are no laws why would ever abide by some???
You naive children are destroying our country.
Now Muslim immigrants want Sharia law taught in our schools.

Can any of you look beyond payday for once?",0.7272727272727274,yes,11,8,159283,54,2016-12-31 13:41:18.514519+00,approved,831,140,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6043637,"So you are still honoring him for disrespecting the flag and the country?   I am asking again, if this was about police brutality, WHY during the national anthem when his message would be clouded the way it is currently is?   Are you saying he is an idiot and does not deserve a NFL job?",0.6216216216216216,yes,74,46,383097,13,2017-09-28 18:47:52.260598+00,approved,287,54,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412412,Anyone that chooses to put his/her life at risk like this guy did deserves to die a miserable death.,0.7625,yes,80,61,142801,21,2016-08-02 00:56:24.336986+00,approved,100,19,False,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6131017,"""Sixty million Americans voted for a sexist with serious disrespect towards women because the average American is, to a greater or lesser extent, the same way.""
I don't think so - they voted for him because the other candidate was so repulsive to them. It's like Trudeau - never would have been elected if it wasn't for the dislike of Harper. And I bet the Dems repeat their mistake because they insist on publicly interpreting that election as meaning that the people were too stupid to make the right choice.",0.6,yes,10,6,387931,54,2017-10-12 06:32:57.363868+00,approved,510,90,True,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5046710,These boys are still not ready.,0.0,no,4,0,321726,54,2017-03-24 00:11:45.208592+00,approved,31,6,False,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5883588,".
.
WHEN WILL PRIESTS, NUNS ET. AL. STANDUP & BE CHRISTLIKE?
WHEN WILL THEY STOP COWERING BEHIND THEIR COLLARS & END THIS EVIL?
.
Not one priest in any of the dioceses here in NY has walked one foot of the message they pontificate in their Sunday best.
.
I've asked countless priests to have the faith & courage to do the right thing. They can't even answer me as a glazed look comes over their faces.
***Silence is...
""THE VOICE OF COMPLICITY""! ! !
.
WHAT a SAD profession.
.",0.6,yes,10,6,373036,53,2017-09-02 03:32:04.808432+00,approved,476,92,False,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5514756,"Nasty, ugly.. your and other commenters' need to tear apart a celebration that doesn't fit their agenda. Always makes me wonder why the myth about the 'oh so friendly' Canadian is still alive. Wish it would disappear because it's just not true.",1.0,yes,5,5,350728,54,2017-07-02 09:55:17.161117+00,approved,244,42,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321823,"Funny how this Senator all but ignores the pit we are digging with these credits and how they are setting us up for a raid on the permanent fund rather than balance the budget, which is after all, Senator Giessel`s only delineated job in the constitution... and she hasn`t done it..!,... with her majority in four months!
   The question for Giessel is when will her conflicted conoco caucus offer up a plan to keep our savings intact and pay our way without depending on the oil price crapshoot?
 Or is she going to still continue to champion the freeloaders and carpetbaggers and the rape-ruin-and run boys controlling access to our slope facilities?",0.2,no,10,2,78972,21,2016-05-21 07:18:08.749529+00,approved,652,112,False,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068910,"I believe, as all Catholics must, that when the Church pronounces definitively on a given subject concerning faith or morals, the Holy Ghost protects Here from error.",0.2,no,5,1,315917,53,2017-03-02 23:00:51.728124+00,approved,166,27,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930715,"Wow, I was censored just for commenting that there's no story attached to this headline.",0.0,no,4,0,165339,13,2017-02-01 02:24:30.411932+00,approved,88,15,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5997188,""",,,,,falsely accused of a deadly shooting because he’s black.""

LOL !
Give me a break.
At the very least... go back to the mainland, Delaware or where ever.",0.6,yes,10,6,380549,55,2017-09-22 01:06:51.339876+00,approved,157,28,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414613,"I’m totally amazed to discover that OLCC is not getting any money from the distillery tasting room sales  when they are doing a 100% tax on the wholesale cost of all the other alcohol.

How did that happen?

Didn't all the other distilleries who have to pay that 100% markup complain?",0.0,no,4,0,142910,13,2016-08-03 13:47:34.179589+00,approved,284,51,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418765,"""White Western leftist hate their own race, color, country, and flag""

Once again, genius, can you name any?",0.6,yes,10,6,143071,21,2016-08-05 21:25:56.263605+00,approved,108,18,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
